user_id,survey,submitted,measure_0,question_m_conflict_1,question_m_conflict_2,question_m_conflict_3,question_m_conflict_4,question_m_conflict_5,question_m_conflict_6,question_m_conflict_7,question_m_conflict_8,question_m_conflict_9,question_m_conflict_10,measure_1,question_m_dealstress_1,question_m_dealstress_2,question_m_dealstress_3,question_m_dealstress_4,question_m_dealstress_5,measure_2,question_m_well_1,question_m_well_2,measure_3,question_m_percstress_1,question_m_percstress_2,question_m_percstress_3,question_m_percstress_4,question_m_percstress_5,question_m_percstress_6,question_m_percstress_7,question_m_percstress_8,question_m_percstress_9,question_m_percstress_10,measure_4,question_m_belong_1,question_m_belong_2,question_m_belong_3,question_m_belong_4,question_m_belong_5,measure_5,question_m_workplace_1,question_m_workplace_2,question_m_workplace_3,question_m_workplace_4,measure_6,question_m_problem_1,question_m_problem_2,measure_7,question_m_problem_3,measure_8,question_m_team_1,question_m_team_2,question_m_team_3,measure_9,question_m_motiv_1,question_m_motiv_2,question_m_motiv_3,measure_10,question_m_behave_1,question_m_behave_2,question_m_behave_3,question_m_behave_4,measure_11,question_m_eff_1,question_m_eff_2,question_m_eff_3,question_m_eff_4,question_m_eff_5,question_m_eff_6,question_m_eff_7,question_m_eff_8,measure_12,question_m_satis_1,question_m_satis_2,question_m_satis_3,question_m_satis_4,question_m_satis_5,question_m_satis_6,question_m_satis_7,question_m_satis_8,question_m_satis_9,question_m_satis_10,question_m_satis_11,question_m_satis_12,question_m_satis_13,question_m_satis_14,question_m_satis_15,question_m_satis_16,question_m_satis_17,question_m_satis_18,question_m_satis_19,question_m_satis_20,question_m_motiv_4,question_m_tmgmt_,question_m_satisb_1,question_m_satisb_2,question_m_satisb_3,question_m_satisb_4,question_m_satisb_5,question_m_satisb_6,question_m_satisb_7,question_m_satisb_8,question_m_satisb_9,measure_13,question_m_recom_1
9309110263080,Monthly,2019-06-05,1,Sometimes,Sometimes,Rarely,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,Often,Sometimes,Rarely,Sometimes,Often,3,Neither agree nor disagree,Neither agree nor disagree,4,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,5,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,6,A few times this month,A few times this month,A few times this month,A few times this month,7,Several times a day,Several times a day,8,Once a week,9,Sometimes,Sometimes,Sometimes,10,Often,Sometimes,Often,11,Always,Often,Sometimes,Often,12,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,13,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9603210355089,Monthly,2019-06-17,1,Sometimes,Often,Sometimes,Often,Often,Often,Often,Always,Always,Always,2,Always,Always,Never,Rarely,Often,3,Strongly agree,Strongly agree,4,Sometimes,Often,Always,Often,Often,Often,Often,Often,Always,Often,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,6,Several times a day,A few times in a week,Not at all this month,A few times in a week,7,A few times in a week,Several times a day,8,A few times in a week,9,Always,Always,Always,10,Always,Always,Always,11,Often,Always,Always,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9206155965084,Monthly,2019-06-05,1,Sometimes,Often,Sometimes,Often,Often,Always,Sometimes,Sometimes,Always,Always,2,Often,Rarely,Never,Sometimes,Often,3,Agree,Agree,4,Always,Often,Rarely,Often,Often,Rarely,Rarely,Rarely,Never,Never,5,Strongly agree,Agree,Disagree,Disagree,Neither agree nor disagree,6,Several times a day,Once a day,A few times this month,Not at all this month,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Never,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,13,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103112303088,Monthly,2019-06-06,1,Often,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,2,Often,Always,Never,Never,Often,3,Agree,Strongly agree,4,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,5,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,6,A few times in a week,Once a day,A few times in a week,Several times a day,7,Several times a day,Several times a day,8,Once a day,9,Always,Always,Always,10,Always,Rarely,Always,11,Always,Always,Always,Always,12,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,13,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9309275905087,Monthly,2019-06-10,1,Often,Always,Often,Always,Always,Rarely,Often,Always,Often,Often,2,Always,Always,Rarely,Never,Always,3,Agree,Disagree,4,Rarely,Often,Rarely,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Never,5,Strongly agree,Agree,Strongly disagree,Agree,Disagree,6,Several times a day,Once a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Once a month,9,Always,Often,Always,10,Always,Often,Always,11,Often,Always,Often,Always,12,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,13,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9401235554087,Monthly,2019-06-10,1,Often,Often,Often,Often,Rarely,Rarely,Often,Often,Often,Rarely,2,Often,Often,Never,Never,Sometimes,3,Agree,Disagree,4,Never,Often,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,5,Agree,Agree,Disagree,Agree,Agree,6,Once a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Often,10,Always,Often,Always,11,Often,Always,Often,Often,12,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9507285707084,Monthly,2019-06-11,1,Often,Sometimes,Often,Always,Sometimes,Rarely,Often,Often,Always,Often,2,Always,Always,Never,Often,Always,3,Agree,Neither agree nor disagree,4,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Often,Rarely,Never,Never,Rarely,5,Neither agree nor disagree,Agree,Disagree,Agree,Agree,6,A few times in a week,Several times a day,A few times this month,Once a day,7,Several times a day,Several times a day,8,A few times in a week,9,Always,Often,Often,10,Often,Rarely,Always,11,Rarely,Often,Often,Often,12,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,13,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9310040710083,Monthly,2019-06-11,1,Often,Sometimes,Often,Often,Always,Rarely,Often,Often,Sometimes,Often,2,Sometimes,Often,Never,Rarely,Sometimes,3,Agree,Strongly agree,4,Sometimes,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Never,Often,5,Agree,Agree,Disagree,Neither agree nor disagree,Agree,6,A few times this month,A few times in a week,Not at all this month,Once a week,7,Several times a day,Several times a day,8,Several times a day,9,Always,Always,Always,10,Always,Sometimes,Always,11,Always,Always,Always,Always,12,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,13,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9509265745084,Monthly,2019-06-11,1,Often,Often,Rarely,Always,Often,Always,Sometimes,Always,Always,Often,2,Sometimes,Always,Never,Never,Often,3,Agree,Agree,4,Never,Sometimes,Never,Sometimes,Never,Rarely,Rarely,Often,Never,Rarely,5,Strongly agree,Agree,Disagree,Agree,Agree,6,Several times a day,Several times a day,Not at all this month,Several times a day,7,Several times a day,Several times a day,8,A few times in a week,9,Often,Always,Always,10,Always,Often,Often,11,Sometimes,Always,Always,Often,12,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9306185799089,Monthly,2019-06-11,1,Often,Often,Sometimes,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,2,Often,Often,Rarely,Rarely,Often,3,Agree,Neither agree nor disagree,4,Rarely,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,5,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,6,Once a week,Once a week,A few times this month,A few times in a week,7,A few times in a week,A few times in a week,8,A few times in a week,9,Rarely,Rarely,Rarely,10,Sometimes,Sometimes,Sometimes,11,Often,Often,Sometimes,Often,12,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,13,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9202255725080,Monthly,2019-06-11,1,Often,Often,Often,Always,Sometimes,Sometimes,Sometimes,Always,Often,Sometimes,2,Often,Always,Never,Never,Always,3,Strongly agree,Neither agree nor disagree,4,Rarely,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,6,Several times a day,Several times a day,Not at all this month,Once a day,7,Several times a day,Several times a day,8,A few times this month,9,Always,Always,Always,10,Always,Always,Always,11,Sometimes,Always,Often,Always,12,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,13,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9109081222085,Monthly,2019-06-11,1,Sometimes,Sometimes,Sometimes,Often,Never,Rarely,Rarely,Always,Sometimes,Never,2,Often,Often,Rarely,Never,Always,3,Agree,Agree,4,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Never,Never,5,Agree,Agree,Strongly disagree,Agree,Strongly agree,6,Once a day,Once a day,Once a week,Several times a day,7,Several times a day,Several times a day,8,A few times this month,9,Always,Always,Always,10,Always,Sometimes,Often,11,Often,Sometimes,Always,Always,12,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,13,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9212280594088,Monthly,2019-06-12,1,Often,Often,Rarely,Often,Often,Sometimes,Often,Always,Often,Rarely,2,Always,Always,Never,Never,Often,3,Agree,Agree,4,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Rarely,5,Agree,Agree,Strongly disagree,Agree,Agree,6,Once a day,Several times a day,Not at all this month,Once a day,7,Several times a day,Several times a day,8,Several times a day,9,Often,Always,Always,10,Always,Always,Always,11,Often,Often,Always,Often,12,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,13,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9509260014080,Monthly,2019-06-12,1,Often,Always,Sometimes,Always,Always,Rarely,Often,Always,Often,Rarely,2,Sometimes,Always,Never,Never,Always,3,Agree,Disagree,4,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,5,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,6,Once a day,Several times a day,Not at all this month,Once a day,7,Several times a day,Several times a day,8,A few times in a week,9,Always,Always,Always,10,Often,Never,Always,11,Always,Always,Rarely,Always,12,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
